"ZIPCODE","CITY","COUNTY","ZIP_TYPE"
"12719","Barryville","Sullivan","Standard"
"12720","Bethel","Sullivan","Standard"
"12721","Bloomingburg","Sullivan","Standard"
"12722","Burlingham","Sullivan","P.O. Box"
"12723","Callicoon","Sullivan","Standard"
"12724","Callicoon Center","Sullivan","P.O. Box"
"12725","Claryville","Sullivan","Standard"
"12726","Cochecton","Sullivan","Standard"
"12727","Cochecton","Sullivan","Standard"
"12729","Cuddebackville","Orange","Standard"
"12732","Eldred","Sullivan","Standard"
"12733","Fallsburg","Sullivan","Standard"
"12734","Ferndale","Sullivan","Standard"
"12736","Fremont Center","Sullivan","Standard"
"12737","Glen Spey","Sullivan","Standard"
"12738","Glen Wild","Sullivan","Standard"
"12740","Grahamsville","Sullivan","Standard"
"12741","Hankins","Sullivan","Standard"
"12742","Harris","Sullivan","Standard"
"12743","Highland Lake","Sullivan","Standard"
"12745","Hortonville","Sullivan","Standard"
"12746","Huguenot","Orange","Standard"
"12747","Hurleyville","Sullivan","Standard"
"12748","Jeffersonville","Sullivan","Standard"
"12749","Kauneonga Lake","Sullivan","P.O. Box"
"12750","Kenoza Lake","Sullivan","Standard"
"12751","Kiamesha Lake","Sullivan","Standard"
"12752","Lake Huntington","Sullivan","Standard"
"12754","Liberty","Sullivan","Standard"
"12758","Livingston Manor","Sullivan","Standard"
"12759","Loch Sheldrake","Sullivan","Standard"
"12760","Long Eddy","Sullivan","Standard"
"12762","Mongaup Valley","Sullivan","Standard"
"12763","Mountain Dale","Sullivan","Standard"
"12764","Narrowsburg","Sullivan","Standard"
"12765","Neversink","Sullivan","Standard"
"12766","North Branch","Sullivan","Standard"
"12767","Obernburg","Sullivan","P.O. Box"
"12768","Parksville","Sullivan","Standard"
"12769","Phillipsport","Sullivan","P.O. Box"
"12770","Pond Eddy","Sullivan","Standard"
"12771","Port Jervis","Orange","Standard"
"12775","Rock Hill","Sullivan","Standard"
"12776","Roscoe","Sullivan","Standard"
"12777","Forestburgh","Sullivan","Standard"
"12778","Smallwood","Sullivan","P.O. Box"
"12779","South Fallsburg","Sullivan","Standard"
"12780","Sparrow Bush","Orange","Standard"
"12781","Summitville","Sullivan","P.O. Box"
"12783","Swan Lake","Sullivan","Standard"
"12784","Thompsonville","Sullivan","P.O. Box"
"12785","Westbrookville","Sullivan","P.O. Box"
"12786","White Lake","Sullivan","Standard"
"12787","White Sulphur Springs","Sullivan","Standard"
"12788","Woodbourne","Sullivan","Standard"
"12789","Woodridge","Sullivan","Standard"
"12790","Wurtsboro","Sullivan","Standard"
"12791","Youngsville","Sullivan","Standard"
"12792","Yulan","Sullivan","Standard"
"12801","Glens Falls","Warren","Standard"
"12803","South Glens Falls","Saratoga","Standard"
"12804","Queensbury","Warren","Standard"
"12808","Adirondack","Warren","Standard"
"12809","Argyle","Washington","Standard"
"12810","Athol","Warren","Standard"
"12811","Bakers Mills","Warren","P.O. Box"
"12812","Blue Mountain Lake","Hamilton","Standard"
"12814","Bolton Landing","Warren","Standard"
"12815","Brant Lake","Warren","Standard"
"12816","Cambridge","Washington","Standard"
"12817","Chestertown","Warren","Standard"
"12819","Clemons","Washington","Standard"
"12820","Cleverdale","Warren","P.O. Box"
"12821","Comstock","Washington","Standard"
"12822","Corinth","Saratoga","Standard"
"12823","Cossayuna","Washington","Standard"
"12824","Diamond Point","Warren","Standard"
"12827","Fort Ann","Washington","Standard"
"12828","Fort Edward","Washington","Standard"
"12831","Gansevoort","Saratoga","Standard"
"12832","Granville","Washington","Standard"
"12833","Greenfield Center","Saratoga","Standard"
"12834","Greenwich","Washington","Standard"
"12835","Hadley","Saratoga","Standard"
"12836","Hague","Warren","Standard"
"12837","Hampton","Washington","Standard"
"12838","Hartford","Washington","Standard"
"12839","Hudson Falls","Washington","Standard"
"12841","Huletts Landing","Washington","P.O. Box"
"12842","Indian Lake","Hamilton","Standard"
"12843","Johnsburg","Warren","Standard"
